id,movieId,title,genres,imdbId
172,194,Smoke (1995),Comedy|Drama,114478
173,195,Something to Talk About (1995),Comedy|Drama|Romance,114496
174,196,Species (1995),Horror|Sci-Fi,114508
175,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558
176,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450
177,200,"Tie That Binds, The (1995)",Thriller,114666
178,201,Three Wishes (1995),Drama|Fantasy,114663
179,202,Total Eclipse (1995),Drama|Romance,114702
180,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682
181,204,Under Siege 2: Dark Territory (1995),Action,114781
182,205,Unstrung Heroes (1995),Comedy|Drama,114798
183,206,Unzipped (1995),Documentary,114805
184,207,"Walk in the Clouds, A (1995)",Drama|Romance,114887
185,208,Waterworld (1995),Action|Adventure|Sci-Fi,114898
186,209,White Man's Burden (1995),Drama,114928
187,211,"Browning Version, The (1994)",Drama,109340
188,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579
189,214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882
190,215,Before Sunrise (1995),Drama|Romance,112471
191,216,Billy Madison (1995),Comedy,112508
192,217,"Babysitter, The (1995)",Drama|Thriller,112438
193,218,Boys on the Side (1995),Comedy|Drama,112571
194,219,"Cure, The (1995)",Drama,112757
195,220,Castle Freak (1995),Horror,112643
196,222,Circle of Friends (1995),Drama|Romance,112679
197,223,Clerks (1994),Comedy,109445
198,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883
199,225,Disclosure (1994),Drama|Thriller,109635
200,227,Drop Zone (1994),Action|Thriller,109676
201,228,Destiny Turns on the Radio (1995),Comedy,112854
202,229,Death and the Maiden (1994),Drama|Thriller,109579
203,230,Dolores Claiborne (1995),Drama|Thriller,109642
204,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686
205,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797
206,233,Exotica (1994),Drama,109759
207,234,Exit to Eden (1994),Comedy,109758
208,235,Ed Wood (1994),Comedy|Drama,109707
209,236,French Kiss (1995),Action|Comedy|Romance,113117
210,237,Forget Paris (1995),Comedy|Romance,113097
211,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028
212,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198
213,240,Hideaway (1995),Thriller,113303
214,241,Fluke (1995),Children|Drama,113089
215,242,Farinelli: il castrato (1994),Drama|Musical,109771
216,243,Gordy (1995),Children|Comedy|Fantasy,113199
217,244,Gumby: The Movie (1995),Animation|Children,113234
218,245,The Glass Shield (1994),Crime|Drama,109906
219,246,Hoop Dreams (1994),Documentary,110057
220,247,Heavenly Creatures (1994),Crime|Drama,110005
221,248,Houseguest (1994),Comedy,110066
222,249,Immortal Beloved (1994),Drama|Romance,110116
223,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006
224,251,"Hunted, The (1995)",Action,113360
225,252,I.Q. (1994),Comedy|Romance,110099
226,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148
227,254,Jefferson in Paris (1995),Drama,113463
228,255,"Jerky Boys, The (1995)",Comedy,110189
229,256,Junior (1994),Comedy|Sci-Fi,110216
230,257,Just Cause (1995),Mystery|Thriller,113501
231,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538
232,259,Kiss of Death (1995),Crime|Drama|Thriller,113552
233,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759
234,261,Little Women (1994),Drama,110367
235,262,"Little Princess, A (1995)",Children|Drama,113670
236,263,Ladybird Ladybird (1994),Drama,110296
237,264,"Enfer, L' (1994)",Drama,109731
238,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994
239,266,Legends of the Fall (1994),Drama|Romance|War|Western,110322
240,267,Major Payne (1995),Comedy,110443
241,268,Little Odessa (1994),Crime|Drama,110365
242,269,My Crazy Life (Mi vida loca) (1993),Drama,107566
243,270,Love Affair (1994),Drama|Romance,110391
244,271,Losing Isaiah (1995),Drama,113691
245,272,"Madness of King George, The (1994)",Comedy|Drama,110428
246,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836
247,274,Man of the House (1995),Comedy,113755
248,275,Mixed Nuts (1994),Comedy,110538
249,276,Milk Money (1994),Comedy|Romance,110516
250,277,Miracle on 34th Street (1994),Drama,110527
251,278,Miami Rhapsody (1995),Comedy,113808
252,279,My Family (1995),Drama,113896
253,280,Murder in the First (1995),Drama|Thriller,113870
254,281,Nobody's Fool (1994),Comedy|Drama|Romance,110684
255,282,Nell (1994),Drama,110638
256,283,New Jersey Drive (1995),Crime|Drama,113967
257,285,Beyond Bedlam (1993),Drama|Horror,106402
258,287,Nina Takes a Lover (1994),Comedy|Romance,110671
259,288,Natural Born Killers (1994),Action|Crime|Thriller,110632
260,289,Only You (1994),Comedy|Romance,110737
261,290,Once Were Warriors (1994),Crime|Drama,110729
262,291,Poison Ivy II (1996),Drama|Thriller,114151
263,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069
264,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413
265,294,"Perez Family, The (1995)",Comedy|Romance,114113
266,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210
267,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912
268,299,Priest (1994),Drama,110889
269,300,Quiz Show (1994),Drama,110932
270,301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129
271,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963
272,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214
273,304,Roommates (1995),Comedy|Drama,114296
274,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907
275,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495
276,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394
277,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507
278,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,110769
279,312,Stuart Saves His Family (1995),Comedy,114571
280,313,"Swan Princess, The (1994)",Animation|Children,111333
281,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112
282,315,"Specialist, The (1994)",Action|Drama|Thriller,111255
283,316,Stargate (1994),Action|Adventure|Sci-Fi,111282
284,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070
285,318,"Shawshank Redemption, The (1994)",Crime|Drama,111161
286,319,Shallow Grave (1994),Comedy|Drama|Thriller,111149
287,320,Suture (1993),Film-Noir|Thriller,108260
288,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966
289,322,Swimming with Sharks (1995),Comedy|Drama,114594
290,324,"Sum of Us, The (1994)",Comedy|Drama,111309
291,325,National Lampoon's Senior Trip (1995),Comedy,113936
292,326,To Live (Huozhe) (1994),Drama,110081
293,327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614
294,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608
295,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280
296,330,Tales from the Hood (1995),Action|Crime|Horror,114609
297,331,Tom & Viv (1994),Drama,111454
298,332,Village of the Damned (1995),Horror|Sci-Fi,114852
299,333,Tommy Boy (1995),Comedy,114694
300,334,Vanya on 42nd Street (1994),Drama,111590
301,335,Underneath (1995),Mystery|Thriller,114788
302,336,"Walking Dead, The (1995)",Drama|War,114888
303,337,What's Eating Gilbert Grape (1993),Drama,108550
304,338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857
305,339,While You Were Sleeping (1995),Comedy|Romance,114924
306,340,"War, The (1994)",Adventure|Drama|War,111667
307,341,Double Happiness (1994),Drama,109655
308,342,Muriel's Wedding (1994),Comedy,110598
309,343,"Baby-Sitters Club, The (1995)",Children,112435
310,344,Ace Ventura: Pet Detective (1994),Comedy,109040
311,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045
312,346,Backbeat (1993),Drama|Musical,106339
313,347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779
314,348,Bullets Over Broadway (1994),Comedy,109348
315,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444
316,350,"Client, The (1994)",Drama|Mystery|Thriller,109446
317,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484
318,352,Crooklyn (1994),Comedy|Drama,109504
319,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506
320,354,Cobb (1994),Drama,109450
321,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813
322,356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830
323,357,Four Weddings and a Funeral (1994),Comedy|Romance,109831
324,358,Higher Learning (1995),Drama,113305
325,360,I Love Trouble (1994),Action|Comedy,110093
326,361,It Could Happen to You (1994),Comedy|Drama|Romance,110167
327,362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213
328,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472
329,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357
330,365,Little Buddha (1993),Drama,107426
331,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686
332,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475
333,368,Maverick (1994),Adventure|Comedy|Western,110478
334,369,Mrs. Parker and the Vicious Circle (1994),Drama,110588
335,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622
336,371,"Paper, The (1994)",Comedy|Drama,110771
337,372,Reality Bites (1994),Comedy|Drama|Romance,110950
338,373,Red Rock West (1992),Thriller,105226
339,374,Richie Rich (1994),Children|Comedy,110989
340,375,Safe Passage (1994),Drama,111054
341,376,"River Wild, The (1994)",Action|Thriller,110997
342,377,Speed (1994),Action|Romance|Thriller,111257
343,378,Speechless (1994),Comedy|Romance,111256
344,379,Timecop (1994),Action|Sci-Fi|Thriller,111438
345,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503
346,381,When a Man Loves a Woman (1994),Drama|Romance,111693
347,382,Wolf (1994),Drama|Horror|Romance|Thriller,111742
348,383,Wyatt Earp (1994),Western,111756
349,384,Bad Company (1995),Action|Crime|Drama,112443
350,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399
351,388,Boys Life (1995),Drama,112570
352,389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454
353,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170
354,391,Jason's Lyric (1994),Crime|Drama,110186
355,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,108069
356,393,Street Fighter (1994),Action|Adventure|Fantasy,111301
357,401,Mirage (1995),Action|Thriller,113827
358,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027
359,407,In the Mouth of Madness (1995),Horror|Thriller,113409
360,408,8 Seconds (1994),Drama,109021
361,409,Above the Rim (1994),Crime|Drama,109035
362,410,Addams Family Values (1993),Children|Comedy|Fantasy,106220
363,412,"Age of Innocence, The (1993)",Drama,106226
364,413,Airheads (1994),Comedy,109068
365,414,"Air Up There, The (1994)",Comedy,109067
366,415,Another Stakeout (1993),Comedy|Thriller,106292
367,416,Bad Girls (1994),Western,109198
368,417,Barcelona (1994),Comedy|Romance,109219
369,418,Being Human (1993),Drama,106379
370,419,"Beverly Hillbillies, The (1993)",Comedy,106400
371,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254
372,421,Black Beauty (1994),Adventure|Children|Drama,109279
373,422,Blink (1994),Thriller,109297
374,423,Blown Away (1994),Action|Thriller,109303
375,424,Blue Chips (1994),Drama,109305
376,425,Blue Sky (1994),Drama|Romance,109306
377,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452
378,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471
379,428,"Bronx Tale, A (1993)",Drama,106489
380,429,Cabin Boy (1994),Comedy,109361
381,431,Carlito's Way (1993),Crime|Drama,106519
382,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439
383,433,Clean Slate (1994),Comedy,109443
384,434,Cliffhanger (1993),Action|Adventure|Thriller,106582
385,435,Coneheads (1993),Comedy|Sci-Fi,106598
386,436,Color of Night (1994),Drama|Thriller,109456
387,437,Cops and Robbersons (1994),Comedy,109480
388,438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493
389,439,Dangerous Game (1993),Drama,106660
390,440,Dave (1993),Comedy|Romance,106673
391,441,Dazed and Confused (1993),Comedy,106677
392,442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697
393,443,"Endless Summer 2, The (1994)",Adventure|Documentary,109729
394,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834
395,445,Fatal Instinct (1993),Comedy,106873
396,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332
397,447,"Favor, The (1994)",Comedy|Romance,109783
398,448,Fearless (1993),Drama,106881
399,449,Fear of a Black Hat (1994),Comedy,106880
400,450,With Honors (1994),Comedy|Drama,111732
401,451,Flesh and Bone (1993),Drama|Mystery|Romance,106926
402,452,Widows' Peak (1994),Drama,111712
403,453,For Love or Money (1993),Comedy|Romance,106941
404,454,"Firm, The (1993)",Drama|Thriller,106918
405,455,Free Willy (1993),Adventure|Children|Drama,106965
406,456,Fresh (1994),Crime|Drama|Thriller,109842
407,457,"Fugitive, The (1993)",Thriller,106977
408,458,Geronimo: An American Legend (1993),Drama|Western,107004
409,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890
410,460,Getting Even with Dad (1994),Comedy,109891
411,461,Go Fish (1994),Drama|Romance,109913
412,463,Guilty as Sin (1993),Crime|Drama|Thriller,107057
413,464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076
414,465,Heaven & Earth (1993),Action|Drama|War,107096
415,466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144
416,467,Live Nude Girls (1995),Comedy,113674
417,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966
418,469,"House of the Spirits, The (1993)",Drama|Romance,107151
419,470,House Party 3 (1994),Comedy,110064
420,471,"Hudsucker Proxy, The (1994)",Comedy,110074
421,472,I'll Do Anything (1994),Comedy|Drama,110097
422,473,In the Army Now (1994),Comedy|War,110123
423,474,In the Line of Fire (1993),Action|Thriller,107206
424,475,In the Name of the Father (1993),Drama,107207
425,476,"Inkwell, The (1994)",Comedy|Drama,110137
426,477,What's Love Got to Do with It? (1993),Drama|Musical,108551
427,479,Judgment Night (1993),Action|Crime|Thriller,107286
428,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290
429,481,Kalifornia (1993),Drama|Thriller,107302
430,482,Killing Zoe (1994),Crime|Drama|Thriller,110265
431,483,King of the Hill (1993),Drama,107322
432,484,Lassie (1994),Adventure|Children,110305
433,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362
434,486,Life with Mikey (1993),Comedy,107413
435,487,Lightning Jack (1994),Comedy|Western,110353
436,488,M. Butterfly (1993),Drama|Romance,107468
437,489,Made in America (1993),Comedy,107478
438,490,Malice (1993),Thriller,107497
439,491,"Man Without a Face, The (1993)",Drama,107501
440,492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507
441,493,Menace II Society (1993),Action|Crime|Drama,107554
442,494,Executive Decision (1996),Action|Adventure|Thriller,116253
443,495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102
444,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689
445,497,Much Ado About Nothing (1993),Comedy|Romance,107616
446,498,Mr. Jones (1993),Drama|Romance,107611
447,499,Mr. Wonderful (1993),Comedy|Romance,107613
448,500,Mrs. Doubtfire (1993),Comedy|Drama,107614
449,501,Naked (1993),Drama,107653
450,502,"Next Karate Kid, The (1994)",Action|Children|Romance,110657
451,504,No Escape (1994),Action|Drama|Sci-Fi,110678
452,505,North (1994),Comedy,110687
453,506,Orlando (1992),Drama|Fantasy|Romance,107756
454,507,"Perfect World, A (1993)",Crime|Drama|Thriller,107808
455,508,Philadelphia (1993),Drama,107818
456,509,"Piano, The (1993)",Drama|Romance,107822
457,510,Poetic Justice (1993),Drama,107840
458,511,"Program, The (1993)",Action|Drama,107889
459,512,"Puppet Masters, The (1994)",Horror|Sci-Fi,111003
460,513,Radioland Murders (1994),Comedy|Mystery|Romance,110939
461,514,"Ref, The (1994)",Comedy,110955
462,515,"Remains of the Day, The (1993)",Drama|Romance,107943
463,516,Renaissance Man (1994),Comedy|Drama,110971
464,517,Rising Sun (1993),Action|Drama|Mystery,107969
465,518,"Road to Wellville, The (1994)",Comedy,111001
466,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,107978
467,520,Robin Hood: Men in Tights (1993),Comedy,107977
468,521,Romeo Is Bleeding (1993),Crime|Thriller,107983
469,522,Romper Stomper (1992),Action|Drama,105275
470,523,Ruby in Paradise (1993),Drama,108000
471,524,Rudy (1993),Drama,108002
472,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,105032
473,527,Schindler's List (1993),Drama|War,108052
474,528,"Scout, The (1994)",Comedy|Drama,111094
475,529,Searching for Bobby Fischer (1993),Drama,108065
476,531,"Secret Garden, The (1993)",Children|Drama,108071
477,532,Serial Mom (1994),Comedy|Crime|Horror,111127
